Tm,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,Salary
LAA,José Iglesias,SS,31.2,497,,8.036,n/a,Lineup Regular,85882
LAA,Dexter Fowler,RF,35,441,,11.168,n/a,Lineup Regular,16500000
LAA,Max Stassi,C,30,403,,4.049,0,Lineup Regular,1600000
LAA,Justin Upton,LF,33.6,336,,13.06,n/a,Lineup Regular,23000000
LAA,Albert Pujols,1B,41.2,224,,20,n/a,Lineup Regular,428646
LAA,Alex Cobb,SP,33.5,,151,9.061,n/a,Starting Rotation,15000000
LAA,Andrew Heaney,SP,29.8,,134,5.15,n/a,Starting Rotation,6750000
LAA,Dylan Bundy,SP,28.4,,131,5.026,n/a,Starting Rotation,8325000
LAA,José Quintana,SP,32.2,,111,8.133,n/a,Starting Rotation,8000000
LAA,Griffin Canning,SP,24.9,,69,1.153,3,Starting Rotation,590500
LAA,Jared Walsh,1B/OF,27.7,651,,1.065,1,Bench,590500
LAA,Juan Lagares,OF,32,182,,7.005,n/a,Bench,1250000
LAA,Kurt Suzuki,C,37.5,141,,13.113,n/a,Bench,1500000
LAA,Jose Rojas,INF,28.1,42,,0,R5,Bench,570500
LAA,Raisel Iglesias,RP,31.2,,68,5.154,n/a,Closer,9125000
LAA,Steve Cishek,RP,34.8,,71,9.143,n/a,Setup Man,1000000
LAA,Mike Mayers,RP,29.3,,67,3.02,0,Setup Man,1200000
LAA,Alex Claudio,RP,29.2,,40,5.114,n/a,Middle Reliever,570500
LAA,Junior Guerra,RP,36.2,,4,4.155,0,Middle Reliever,750000
LAA,Chris Rodriguez,RP,22.7,,,0,3,Middle Reliever,570500
LAA,Aaron Slegers,RP,28.6,,,1.086,1,Long Reliever,570500
LAA,Félix Peña,RP,31.1,,,3.079,1,10-Day IL,570500
LAA,Franklin Barreto,INF,25.1,,,2.031,0,60-Day IL,600500
LAA,Luke Bard,RP,30.4,,,1.028,1,60-Day IL,570500
LAD,Mookie Betts,RF,28.5,672,,6.07,n/a,Lineup Regular,22916667
LAD,Max Muncy,1B,30.6,616,,4.027,1,Lineup Regular,9000000
LAD,Corey Seager,SS,26.9,588,,5.032,n/a,Lineup Regular,13750000
LAD,Justin Turner,3B,36.4,581,,10.045,n/a,Lineup Regular,12000000
LAD,Chris Taylor,LF,30.6,567,,5.037,n/a,Lineup Regular,7800000
LAD,Cody Bellinger,CF,25.7,560,,3.16,3,Lineup Regular,16100000
LAD,Will Smith,C,26,496,,1.09,2,Lineup Regular,590500
LAD,Gavin Lux,2B,23.4,574,,0.114,2,Platoon vs R,580500
LAD,AJ Pollock,OF,33.3,539,,8.052,n/a,Platoon vs L,18000000
LAD,Walker Buehler,SP,26.7,,201,2.168,2,Starting Rotation,3750000
LAD,Julio Urías,SP,24.6,,189,3.117,1,Starting Rotation,3600000
LAD,Clayton Kershaw,SP,33,,148,12.105,n/a,Starting Rotation,31000000
LAD,Trevor Bauer,SP,30.2,,78,6.158,n/a,Starting Rotation,31333333
LAD,Dustin May,SP,23.6,,36,1.059,3,Starting Rotation,590500
LAD,Matt Beaty,INF/OF,27.9,259,,1.104,2,Bench,590500
LAD,Austin Barnes,C,31.3,173,,4.098,0,Bench,1650000
LAD,Zach McKinstry,INF/OF,25.9,147,,0.017,2,Bench,570500
LAD,Edwin Ríos,INF/OF,26.9,105,,1.043,2,Bench,590500
LAD,Kenley Jansen,RP,33.5,,67,10.073,n/a,Closer,20000000
LAD,Blake Treinen,RP,32.8,,70,6.065,n/a,Setup Man,8000000
LAD,Victor González,RP,25.4,,40,0.128,3,Setup Man,580500
LAD,Tony Gonsolin,RP,26.9,,148,0.152,1,Middle Reliever,580500
LAD,David Price,RP,35.6,,104,10.164,n/a,Middle Reliever,32000000
LAD,Corey Knebel,RP,29.3,,57,5.151,n/a,Middle Reliever,5250000
LAD,Jimmy Nelson,RP,31.8,,,6.107,n/a,Middle Reliever,1250000
LAD,Scott Alexander,RP,31.7,,,4.039,1,Long Reliever,1000000
LAD,Brusdar Graterol,RP,22.6,,66,1.029,3,COVID-19 IL,590500
LAD,Joe Kelly,RP,32.8,,58,8.029,n/a,10-Day IL,8833333
LAD,Tommy Kahnle,RP,31.6,,56,5.131,n/a,60-Day IL,1025000
LAD,Caleb Ferguson,RP,24.7,,54,2.093,2,60-Day IL,600500
MIA,Starling Marte,CF,32.5,602,,7.162,n/a,Lineup Regular,12500000
MIA,Miguel Rojas,SS,32.1,595,,6.043,n/a,Lineup Regular,5000000
MIA,Adam Duvall,RF,32.6,595,,4.151,0,Lineup Regular,2000000
MIA,Brian Anderson,3B,27.9,567,,3.031,3,Lineup Regular,3800000
MIA,Jesús Aguilar,1B,30.8,504,,4.082,0,Lineup Regular,4350000
MIA,Jorge Alfaro,C,27.8,264,,3.083,0,Lineup Regular,2050000
MIA,Jazz Chisholm Jr.,2B,23.2,581,,0.075,2,Platoon vs R,571750
MIA,Corey Dickerson,LF,31.9,427,,7.101,n/a,Platoon vs R,9500000
MIA,Garrett Cooper,1B/OF,30.3,336,,3.053,2,Platoon vs L,1800000
MIA,Jon Berti,INF/OF,31.2,273,,1.168,3,Platoon vs L,607500
MIA,Sandy Alcantara,SP,25.6,,202,2.1,2,Starting Rotation,630000
MIA,Pablo López,SP,25.1,,166,2.093,2,Starting Rotation,595000
MIA,Trevor Rogers,SP,23.4,,154,0.094,3,Starting Rotation,574750
MIA,Elieser Hernandez,SP,25.9,,140,2.118,2,Starting Rotation,579000
MIA,Lewis Brinson,OF,26.9,504,,2.115,1,Bench,587500
MIA,Chad Wallach,C,29.4,154,,2.09,2,Bench,570500
MIA,Magneuris Sierra,OF,25,,,1.138,0,Bench,571375
MIA,Anthony Bass,RP,33.4,,63,6.01,n/a,Closer,1000000
MIA,Dylan Floro,RP,30.3,,67,3.053,1,Setup Man,975000
MIA,Yimi García,RP,30.6,,62,5.149,n/a,Setup Man,1900000
MIA,Adam Cimber,RP,30.6,,68,2.139,3,Middle Reliever,925000
MIA,Richard Bleier,RP,34,,62,4.074,1,Middle Reliever,1425000
MIA,Zach Pop,RP,24.5,,58,0,3,Middle Reliever,570500
MIA,Ross Detwiler,RP,35.1,,43,8.011,n/a,Middle Reliever,850000
MIA,John Curtiss,RP,28,,,1.045,2,Middle Reliever,615000
MIA,Paul Campbell,RP,25.7,,34,0,3,Long Reliever,570500
MIA,Jesús Sánchez,OF,23.5,546,,0.033,1,10-Day IL,571000
MIA,Jorge Guzman,SP/RP,25.2,,,0.022,1,10-Day IL,570500
MIA,Jeff Brigham,RP,29.1,,,1.126,2,60-Day IL,570500
MIL,Christian Yelich,LF,29.3,630,,7.069,n/a,Lineup Regular,14000000
MIL,Luis Urías,SS,23.8,602,,1.12,2,Lineup Regular,575100
MIL,Kolten Wong,2B,30.5,588,,7.045,n/a,Lineup Regular,7500000
MIL,Avisaíl García,RF,29.8,560,,7.167,n/a,Lineup Regular,10750000
MIL,Lorenzo Cain,CF,35,546,,8.099,n/a,Lineup Regular,17000000
MIL,Keston Hiura,1B,24.7,161,,1.114,2,Lineup Regular,584600
MIL,Omar Narváez,C,29.1,442,,4.089,3,Platoon vs R,2500000
MIL,Orlando Arcia,INF,26.7,252,,4.047,1,Platoon vs L,2000000
MIL,Manny Piña,C/1B,33.8,239,,5.046,n/a,Platoon vs L,1650000
MIL,Travis Shaw,3B,31,224,,5.053,n/a,Platoon vs R,1500000
MIL,Brandon Woodruff,SP,28.1,,187,2.161,1,Starting Rotation,3275000
MIL,Corbin Burnes,SP,26.4,,174,2.049,2,Starting Rotation,608000
MIL,Adrian Houser,SP,28.2,,149,2.01,0,Starting Rotation,584100
MIL,Brett Anderson,SP,33.2,,116,11.135,n/a,Starting Rotation,2500000
MIL,Jackie Bradley Jr.,OF,31,399,,6.15,n/a,Bench,6500000
MIL,Daniel Robertson,INF/OF,27,147,,3.029,0,Bench,900000
MIL,Billy McKinney,OF/1B,26.6,140,,1.107,0,Bench,570500
MIL,Daniel Vogelbach,1B,28.3,126,,2.138,0,Bench,1400000
MIL,Josh Hader,RP,27,,67,3.115,2,Closer,6675000
MIL,Devin Williams,RP,26.5,,65,1.056,3,Setup Man,681100
MIL,Brent Suter,RP,31.6,,65,3.161,2,Setup Man,1550000
MIL,Drew Rasmussen,RP,25.7,,117,0.128,3,Middle Reliever,573000
MIL,J.P. Feyereisen,RP,28.1,,58,0.108,2,Middle Reliever,572400
MIL,Eric Yardley,RP,30.6,,,1.04,3,Middle Reliever,570500
MIL,Freddy Peralta,RP,24.8,,163,2.09,2,Long Reliever,1234960
MIL,Josh Lindblom,RP,33.8,,18,2.151,0,Long Reliever,3041667
MIL,Justin Topa,RP,30.1,,30,0.05,3,10-Day IL,570500
MIL,Mark Mathias,INF/OF,26.7,7,,0.081,2,60-Day IL,570500
MIL,Derek Fisher,OF,27.6,,,2.061,0,10-Day IL,570500
MIL,Jacob Nottingham,C,26,,,1.026,0,10-Day IL,570500
MIL,Bobby Wahl,RP,29,,,2.059,1,10-Day IL,570500
MIL,Tim Lopes,OF/INF,26.8,,,1.055,3,60-Day IL,570500
MIN,Miguel Sanó,1B,27.9,644,,5.066,n/a,Lineup Regular,12333333
MIN,Jorge Polanco,2B,27.7,644,,4.024,0,Lineup Regular,4333333
MIN,Josh Donaldson,3B,35.3,595,,8.158,n/a,Lineup Regular,21750000
MIN,Nelson Cruz,DH,40.8,574,,13.082,n/a,Lineup Regular,13000000
MIN,Max Kepler,RF,28.1,560,,4.152,0,Lineup Regular,6500000
MIN,Byron Buxton,CF,27.3,560,,4.16,1,Lineup Regular,5125000
MIN,Andrelton Simmons,SS,31.6,525,,8.122,n/a,Lineup Regular,10500000
MIN,Mitch Garver,C,30.2,400,,3.045,2,Lineup Regular,1875000
MIN,Luis Arraez,LF,24,630,,1.121,2,Platoon vs R,611000
MIN,Kyle Garlick,OF,29.2,105,,0.163,1,Platoon vs L,570500
MIN,José Berríos,SP,26.8,,198,4.044,1,Starting Rotation,6100000
MIN,Michael Pineda,SP,32.2,,160,8.165,n/a,Starting Rotation,10000000
MIN,J.A. Happ,SP,38.5,,140,12.047,n/a,Starting Rotation,8000000
MIN,Matt Shoemaker,SP,34.5,,79,6.166,n/a,Starting Rotation,570500
MIN,Kenta Maeda,SP,33,,,5,n/a,Starting Rotation,3125000
MIN,Ryan Jeffers,C,23.8,179,,0.108,3,Bench,570500
MIN,Jake Cave,OF,28.3,154,,2.072,1,Bench,597500
MIN,Willians Astudillo,UTL,29.6,40,,1.158,2,Bench,573500
MIN,Alex Colomé,RP,32.2,,68,6.118,n/a,Closer,5000000
MIN,Taylor Rogers,RP,30.3,,67,4.145,2,Closer,6000000
MIN,Hansel Robles,RP,30.6,,68,5.119,n/a,Setup Man,2000000
MIN,Tyler Duffey,RP,30.3,,66,4.074,0,Setup Man,2200000
MIN,Jorge Alcala,RP,25.7,,62,1.005,3,Middle Reliever,575500
MIN,Caleb Thielbar,RP,34.2,,62,2.131,1,Middle Reliever,700000
MIN,Cody Stashak,RP,26.8,,34,1.07,3,Middle Reliever,570500
MIN,Randy Dobnak,RP,26.2,,95,1.036,3,Long Reliever,700000
MIN,Edwar Colina,SP/RP,23.9,,20,0.006,3,10-Day IL,570500
NYM,Pete Alonso,1B,26.3,665,,2,3,Lineup Regular,676775
NYM,Francisco Lindor,SS,27.4,658,,5.113,n/a,Lineup Regular,22300000
NYM,Jeff McNeil,2B,29,637,,2.069,3,Lineup Regular,642251
NYM,Michael Conforto,RF,28.1,616,,5.043,n/a,Lineup Regular,12250000
NYM,Dominic Smith,LF,25.8,553,,2.146,2,Lineup Regular,2550000
NYM,J.D. Davis,3B,27.9,476,,2.137,2,Lineup Regular,2100000
NYM,James McCann,C,30.8,403,,6.028,n/a,Lineup Regular,8150000
NYM,Brandon Nimmo,CF,28,623,,4.042,1,Platoon vs R,4700000
NYM,Kevin Pillar,OF,32.2,301,,6.113,n/a,Platoon vs L,3600000
NYM,Marcus Stroman,SP,29.9,,184,6.026,n/a,Starting Rotation,18900000
NYM,Taijuan Walker,SP,28.6,,169,6.142,n/a,Starting Rotation,9000000
NYM,Jacob deGrom,SP,32.8,,155,6.139,n/a,Starting Rotation,37500000
NYM,David Peterson,SP,25.6,,104,1,3,Starting Rotation,585750
NYM,Joey Lucchesi,SP,27.8,,,2.067,2,Starting Rotation,607100
NYM,Jonathan Villar,INF/OF,29.9,469,,6.113,n/a,Bench,3550000
NYM,Luis Guillorme,INF,26.5,294,,1.167,1,Bench,580701
NYM,Tomás Nido,C,27,226,,2.089,0,Bench,577200
NYM,Albert Almora Jr.,OF,27,,,4.012,1,Bench,1250000
NYM,Edwin Díaz,RP,27,,67,4.121,3,Closer,7000000
NYM,Miguel Castro,RP,26.3,,63,4.079,0,Setup Man,1687500
NYM,Trevor May,RP,31.5,,63,6.012,n/a,Setup Man,7750000
NYM,Jeurys Familia,RP,31.5,,65,8.023,n/a,Middle Reliever,11666667
NYM,Aaron Loup,RP,33.3,,65,8.04,n/a,Middle Reliever,3000000
NYM,Dellin Betances,RP,33,,40,7.078,n/a,Middle Reliever,6800000
NYM,Jacob Barnes,RP,31,,,4.03,0,Middle Reliever,750000
NYM,Robert Gsellman,RP,27.7,,56,4.042,2,Long Reliever,1300000
NYM,Noah Syndergaard,SP,28.6,,172,5.149,n/a,60-Day IL,9700000
NYM,Carlos Carrasco,SP,34,,157,9.147,n/a,10-Day IL,12000000
NYM,Seth Lugo,RP,31.4,,70,4.082,2,10-Day IL,2925000
NYM,Drew Smith,RP,27.5,,60,2.034,2,10-Day IL,574500
NYM,José Martínez,OF/1B,32.7,,,4.002,2,60-Day IL,1000000
NYY,Aaron Judge,RF,28.9,651,,4.051,3,Lineup Regular,10175000
NYY,Gleyber Torres,SS,24.3,623,,2.162,2,Lineup Regular,4000000
NYY,DJ LeMahieu,2B,32.7,609,,8.128,n/a,Lineup Regular,15000000
NYY,Gio Urshela,3B,29.5,595,,3.127,0,Lineup Regular,4650000
NYY,Giancarlo Stanton,DH,31.4,588,,10.118,n/a,Lineup Regular,29000000
NYY,Aaron Hicks,CF,31.5,560,,7.041,n/a,Lineup Regular,10785714
NYY,Gary Sánchez,C,28.3,399,,4.086,0,Lineup Regular,6350000
NYY,Clint Frazier,LF,26.6,182,,2.133,1,Lineup Regular,2100000
NYY,Jay Bruce,1B,34,,,12.125,n/a,Lineup Regular,570500
NYY,Gerrit Cole,SP,30.6,,201,7.111,n/a,Starting Rotation,36000000
NYY,Jordan Montgomery,SP,28.3,,164,3.145,2,Starting Rotation,2130000
NYY,Jameson Taillon,SP,29.4,,152,4.11,1,Starting Rotation,2250000
NYY,Corey Kluber,SP,35,,150,8.074,n/a,Starting Rotation,11000000
NYY,Domingo Germán,SP,28.7,,90,2.017,1,Starting Rotation,619675
NYY,Brett Gardner,OF,37.6,406,,12.072,n/a,Bench,2850000
NYY,Tyler Wade,INF/OF,26.4,273,,2.093,1,Bench,603000
NYY,Kyle Higashioka,C,30.9,243,,2.005,0,Bench,594000
NYY,Mike Tauchman,OF,30.3,,,2.055,0,Bench,570500
NYY,Aroldis Chapman,RP,33.1,,64,10.009,n/a,Closer,16000000
NYY,Chad Green,RP,29.9,,63,4.05,1,Setup Man,2150000
NYY,Darren O'Day,RP,38.4,,47,12.103,n/a,Setup Man,1750000
NYY,Jonathan Loáisiga,RP,26.4,,66,2.022,1,Middle Reliever,595800
NYY,Luis Cessa,RP,28.9,,66,3.131,0,Middle Reliever,1050000
NYY,Lucas Luetge,RP,34,,44,2.015,0,Middle Reliever,600000
NYY,Nick Nelson,RP,25.3,,18,0.144,3,Middle Reliever,570500
NYY,Michael King,RP,25.9,,63,1.008,3,Long Reliever,570500
NYY,Luis Severino,SP,27.1,,111,4.17,2,60-Day IL,10750000
NYY,Justin Wilson,RP,33.6,,58,8.035,n/a,10-Day IL,2850000
NYY,Clarke Schmidt,SP/RP,25.1,,12,0.031,3,60-Day IL,570500
NYY,Luke Voit,1B,30.1,546,,2.169,2,10-Day IL,4700000
NYY,Miguel Andújar,INF/OF,26.1,49,,2.117,1,10-Day IL,639000
NYY,Zack Britton,RP,33.3,,,8.158,n/a,60-Day IL,13000000
OAK,Matt Olson,1B,27,665,,3.103,2,Lineup Regular,5000000
OAK,Matt Chapman,3B,27.9,651,,3.109,3,Lineup Regular,6490000
OAK,Mark Canha,LF,32.1,602,,5.092,n/a,Lineup Regular,6925000
OAK,Elvis Andrus,SS,32.6,560,,12,n/a,Lineup Regular,14000000
OAK,Ramón Laureano,CF,26.7,546,,2.059,2,Lineup Regular,580500
OAK,Chad Pinder,RF,29,525,,4.047,3,Lineup Regular,2275000
OAK,Jed Lowrie,2B,37,462,,12.111,n/a,Lineup Regular,1500000
OAK,Sean Murphy,C,26.5,460,,1.029,3,Lineup Regular,575500
OAK,Stephen Piscotty,OF,30.2,553,,5.076,n/a,Platoon vs L,7583333
OAK,Mitch Moreland,DH,35.6,399,,10.067,n/a,Platoon vs R,2250000
OAK,Chris Bassitt,SP,32.1,,186,4.13,0,Starting Rotation,4900000
OAK,Frankie Montas,SP,28,,179,3.015,0,Starting Rotation,1800000
OAK,Sean Manaea,SP,29.2,,179,4.157,3,Starting Rotation,5950000
OAK,Cole Irvin,SP,27.2,,165,0.12,1,Starting Rotation,573000
OAK,Jesús Luzardo,SP,23.5,,79,1.021,3,Starting Rotation,575500
OAK,Tony Kemp,2B/OF,29.4,560,,3.098,0,Bench,1050000
OAK,Aramis Garcia,C,28.2,,,1.086,1,Bench,570500
OAK,Ka'ai Tom,OF,26.9,,,0,3,Bench,570500
OAK,Jake Diekman,RP,34.2,,69,8.05,n/a,Closer,4000000
OAK,J.B. Wendelken,RP,28,,65,2.028,0,Closer,580500
OAK,Lou Trivino,RP,29.5,,65,2.163,2,Closer,912500
OAK,Sergio Romo,RP,38.1,,65,12.097,n/a,Closer,2250000
OAK,Yusmeiro Petit,RP,36.4,,75,10.016,n/a,Middle Reliever,2550000
OAK,Adam Kolarek,RP,32.2,,44,2.111,2,Middle Reliever,595500
OAK,Reymin Guduan,RP,29,,,0.104,0,Middle Reliever,570500
OAK,Burch Smith,RP,31,,,3.095,1,Long Reliever,570500
OAK,Mike Fiers,SP,35.8,,127,7.085,n/a,10-Day IL,3500000
OAK,Trevor Rosenthal,RP,30.8,,58,7.001,n/a,10-Day IL,11000000
OAK,Daulton Jefferies,SP/RP,25.7,,78,0.003,2,,570500
PHI,Bryce Harper,RF,28.5,665,,8.159,n/a,Lineup Regular,27538462
PHI,Rhys Hoskins,1B,28,616,,3.053,3,Lineup Regular,4800000
PHI,Jean Segura,2B,31,616,,8.065,n/a,Lineup Regular,14850000
PHI,Andrew McCutchen,LF,34.5,574,,11.123,n/a,Lineup Regular,20000000
PHI,Alec Bohm,3B,24.7,553,,0.128,3,Lineup Regular,575000
PHI,J.T. Realmuto,C,30,548,,6.038,n/a,Lineup Regular,20000000
PHI,Didi Gregorius,SS,31.1,490,,7.159,n/a,Lineup Regular,12750000
PHI,Adam Haseley,CF,25,455,,1.118,3,Lineup Regular,570500
PHI,Zack Wheeler,SP,30.8,,206,7.098,n/a,Starting Rotation,22500000
PHI,Aaron Nola,SP,27.8,,194,5.076,n/a,Starting Rotation,12250000
PHI,Zach Eflin,SP,27,,130,4.018,1,Starting Rotation,4450000
PHI,Matt Moore,SP,31.8,,104,8,n/a,Starting Rotation,3000000
PHI,Chase Anderson,SP,33.3,,102,6.146,n/a,Starting Rotation,4000000
PHI,Brad Miller,INF/OF,31.5,399,,7.004,n/a,Bench,3500000
PHI,Roman Quinn,OF,27.9,364,,2.088,0,Bench,578000
PHI,Ronald Torreyes,INF,28.6,196,,3.006,0,Bench,800000
PHI,Andrew Knapp,C,29.4,179,,4,3,Bench,1100000
PHI,Matt Joyce,OF,36.7,154,,11.123,n/a,Bench,1500000
PHI,Héctor Neris,RP,31.8,,72,5.068,n/a,Closer,5000000
PHI,José Alvarado,RP,25.9,,67,3.088,2,Setup Man,1000000
PHI,Archie Bradley,RP,28.6,,61,5.112,n/a,Setup Man,6000000
PHI,Vince Velasquez,RP,28.8,,108,5.086,n/a,Middle Reliever,4000000
PHI,Connor Brogdon,RP,26.2,,64,0.081,3,Middle Reliever,571500
PHI,Sam Coonrod,RP,28.5,,62,1.078,2,Middle Reliever,573000
PHI,Tony Watson,RP,35.8,,60,9.101,n/a,Middle Reliever,1000000
PHI,Brandon Kintzler,RP,36.7,,40,9.003,n/a,Middle Reliever,3000000
PHI,David Hale,RP,33.5,,,3.163,0,Long Reliever,850000
PHI,Seranthony Domínguez,RP,26.3,,58,2.147,2,60-Day IL,727500
PIT,Bryan Reynolds,LF,26.2,665,,1.163,3,Lineup Regular,601000
PIT,Ke'Bryan Hayes,3B,24.2,602,,0.075,2,Lineup Regular,589500
PIT,Adam Frazier,2B,29.3,581,,4.075,2,Lineup Regular,4300000
PIT,Kevin Newman,SS,27.7,448,,2.046,3,Lineup Regular,598000
PIT,Anthony Alford,CF,26.7,441,,1.142,0,Lineup Regular,570500
PIT,Jacob Stallings,C,31.3,422,,2.149,0,Lineup Regular,1300000
PIT,Colin Moran,1B,28.5,546,,3.107,1,Platoon vs R,2800000
PIT,Gregory Polanco,RF,29.5,371,,6.103,n/a,Platoon vs R,11375000
PIT,Erik González,INF/OF,29.6,,,4.007,0,Platoon vs L,1225000
PIT,Phillip Evans,INF/OF,28.6,,,1.11,2,Platoon vs L,570500
PIT,Tyler Anderson,SP,31.3,,178,5.065,n/a,Starting Rotation,2500000
PIT,JT Brubaker,SP,27.4,,147,1,2,Starting Rotation,590500
PIT,Mitch Keller,SP,25,,128,1.059,2,Starting Rotation,570500
PIT,Trevor Cahill,SP,33.1,,87,11.056,n/a,Starting Rotation,1500000
PIT,Chad Kuhl,SP,28.6,,68,4.079,2,Starting Rotation,2130000
PIT,Michael Perez,C,28.6,198,,2,2,Bench,570500
PIT,Dustin Fowler,OF,26.3,,,1.039,0,Bench,570500
PIT,Richard Rodríguez,RP,31.1,,60,3.016,3,Closer,1700000
PIT,Chris Stratton,RP,30.6,,68,3.1,0,Setup Man,1100000
PIT,Michael Feliz,RP,27.5,,,4.169,0,Setup Man,1000000
PIT,David Bednar,RP,26.5,,64,0.076,2,Middle Reliever,579000
PIT,Clay Holmes,RP,28,,60,2.031,0,Middle Reliever,650000
PIT,Duane Underwood Jr.,RP,26.7,,58,1.044,0,Middle Reliever,584500
PIT,Sam Howard,RP,28.1,,56,1.105,2,Middle Reliever,596000
PIT,Wil Crowe,RP,26.6,,102,0.025,2,Long Reliever,570500
PIT,Luis Oviedo,RP,21.9,,,0,3,Long Reliever,570500
PIT,Steven Brault,SP,28.9,,148,3.085,1,60-Day IL,2050000
PIT,Cody Ponce,RP,26.9,,50,0.05,2,10-Day IL,570500
PIT,Austin Davis,RP,28.2,,48,1.105,2,60-Day IL,570500
PIT,Blake Cederlind,RP,25.2,,30,0.036,2,60-Day IL,570500
PIT,Kyle Crick,RP,28.3,,,3.104,1,Paternity List,800000
SDP,Manny Machado,3B,28.7,665,,8.056,n/a,Lineup Regular,33333333
SDP,Fernando Tatis Jr.,SS,22.2,651,,2,3,Lineup Regular,1714286
SDP,Jake Cronenworth,2B,27.2,630,,1,3,Lineup Regular,584900
SDP,Wil Myers,RF,30.3,609,,7.104,n/a,Lineup Regular,22500000
SDP,Eric Hosmer,1B,31.4,595,,9.146,n/a,Lineup Regular,20833333
SDP,Tommy Pham,CF,33.1,560,,5.107,n/a,Lineup Regular,8900000
SDP,Jurickson Profar,LF,28.1,420,,6.165,n/a,Lineup Regular,6000000
SDP,Victor Caratini,C,27.6,264,,3.051,1,Lineup Regular,1300000
SDP,Joe Musgrove,SP,28.3,,182,4.063,2,Starting Rotation,4450000
SDP,Yu Darvish,SP,34.6,,169,9,n/a,Starting Rotation,23000000
SDP,Blake Snell,SP,28.3,,167,4.072,1,Starting Rotation,11100000
SDP,Chris Paddack,SP,25.2,,87,2,3,Starting Rotation,610900
SDP,Adrian Morejon,SP,22.1,,27,1.013,2,Starting Rotation,572900
SDP,Jorge Mateo,OF/INF,25.8,406,,1,0,Bench,571800
SDP,Ha-Seong Kim,INF/OF,25.5,217,,0,3,Bench,5000000
SDP,Luis Campusano,C,22.5,78,,0.067,3,Bench,570500
SDP,Tucupita Marcano,INF/OF,21.5,35,,0,3,Bench,570500
SDP,Mark Melancon,RP,36,,66,10.098,n/a,Closer,2000000
SDP,Emilio Pagán,RP,29.9,,64,3.091,1,Closer,1570000
SDP,Drew Pomeranz,RP,32.4,,32,8.013,n/a,Closer,8000000
SDP,Keone Kela,RP,28,,32,6,n/a,Setup Man,1200000
SDP,Tim Hill,RP,31.1,,62,2.112,2,Middle Reliever,596000
SDP,Craig Stammen,RP,37.1,,58,9.16,n/a,Middle Reliever,4000000
SDP,Ryan Weathers,RP,21.4,,55,0,3,Middle Reliever,570500
SDP,Taylor Williams,RP,29.7,,,2.034,0,Middle Reliever,570500
SDP,Nabil Crismatt,RP,26.3,,44,0.05,2,Long Reliever,570500
SDP,Mike Clevinger,SP,30.3,,148,4.013,1,60-Day IL,3500000
SDP,Pierce Johnson,RP,29.9,,65,1.137,0,10-Day IL,2000000
SDP,Matt Strahm,RP,29.4,,54,4.064,2,10-Day IL,2050000
SDP,Dinelson Lamet,SP,28.7,,50,3.13,3,10-Day IL,4200000
SDP,Austin Adams,RP,29.9,,48,2.015,0,10-Day IL,580200
SDP,Javy Guerra,RP,25.5,,38,1.052,0,10-Day IL,573100
SDP,José Castillo,RP,25.2,,24,2.121,2,60-Day IL,570500
SDP,Trey Wingenter,RP,27,,22,2.053,2,60-Day IL,570500
SDP,Michel Baez,SP/RP,25.2,,4,0.104,2,60-Day IL,570500
SDP,Trent Grisham,OF,24.4,602,,1.06,3,10-Day IL,589200
SDP,Austin Nola,C,31.3,354,,1.106,2,10-Day IL,571500
SDP,Jorge Oña,OF,24.2,189,,0.033,2,10-Day IL,570500
SDP,Dan Altavilla,RP,28.6,,,3.063,0,10-Day IL,850000
SEA,J.P. Crawford,SS,26.2,665,,2.163,1,Lineup Regular,2050000
SEA,Ty France,DH,26.7,651,,1.089,2,Lineup Regular,587500
SEA,Kyle Seager,3B,33.4,630,,9.085,n/a,Lineup Regular,18500000
SEA,Mitch Haniger,RF,30.3,630,,4.048,3,Lineup Regular,3010000
SEA,Dylan Moore,2B,28.7,469,,2,3,Lineup Regular,590400
SEA,Evan White,1B,24.9,329,,1,3,Lineup Regular,1300000
SEA,Tom Murphy,C,30,262,,3.092,0,Lineup Regular,875000
SEA,Jake Fraley,LF,25.9,455,,0.097,2,Platoon vs R,572100
SEA,Luis Torrens,C,24.9,313,,1.128,1,Platoon vs L,580700
SEA,Taylor Trammell,CF,23.5,98,,0,3,Platoon vs R,570500
SEA,Sam Haggerty,INF/OF,26.9,,,0.14,2,Platoon vs L,570500
SEA,Marco Gonzales,SP,29.1,,187,3.102,0,Starting Rotation,5250000
SEA,Chris Flexen,SP,26.8,,183,0.107,0,Starting Rotation,1700000
SEA,Yusei Kikuchi,SP,29.8,,152,2,3,Starting Rotation,17000000
SEA,Justin Dunn,SP,25.5,,120,1.02,3,Starting Rotation,584900
SEA,Justus Sheffield,SP,24.9,,62,1.053,2,Starting Rotation,625000
SEA,James Paxton,SP,32.4,,53,6.151,n/a,Starting Rotation,8500000
SEA,José Marmolejos,1B/OF,28.2,,,1.017,0,Bench,570500
SEA,Rafael Montero,RP,30.5,,52,4.138,0,Closer,2250000
SEA,Kendall Graveman,RP,30.3,,64,5.078,n/a,Setup Man,1250000
SEA,Anthony Misiewicz,RP,26.4,,58,1,3,Setup Man,578700
SEA,Drew Steckenrider,RP,30.2,,66,3.094,2,Middle Reliever,800000
